angry0,angry1,box0,box1,disgust0,disgust1,fear0,fear1,happy0,happy1,neutral0,neutral1,sad0,sad1,surprise0,surprise1
0.08,,"[111, 112, 193, 241]",,0.02,,0.0,,0.2,,0.69,,0.01,,0.0,
0.05,,"[113, 110, 191, 241]",,0.01,,0.0,,0.37,,0.56,,0.0,,0.0,
0.2,,"[111, 109, 193, 243]",,0.01,,0.01,,0.15,,0.62,,0.01,,0.0,
0.22,,"[112, 107, 193, 245]",,0.01,,0.01,,0.14,,0.61,,0.01,,0.0,
0.12,,"[112, 110, 193, 241]",,0.01,,0.01,,0.22,,0.63,,0.01,,0.0,
0.11,,"[113, 108, 196, 246]",,0.01,,0.01,,0.16,,0.71,,0.01,,0.0,
0.1,,"[114, 107, 196, 244]",,0.01,,0.01,,0.13,,0.74,,0.01,,0.0,
0.03,,"[118, 112, 191, 242]",,0.0,,0.0,,0.18,,0.78,,0.0,,0.0,
0.12,,"[118, 108, 194, 244]",,0.02,,0.01,,0.09,,0.75,,0.01,,0.0,
0.06,,"[120, 109, 194, 243]",,0.01,,0.01,,0.15,,0.76,,0.01,,0.0,
0.07,,"[122, 107, 194, 244]",,0.01,,0.01,,0.13,,0.77,,0.01,,0.0,
0.1,,"[123, 106, 195, 246]",,0.01,,0.01,,0.32,,0.56,,0.01,,0.0,
0.08,,"[127, 115, 187, 241]",,0.01,,0.01,,0.23,,0.68,,0.01,,0.0,
0.06,,"[128, 113, 184, 239]",,0.0,,0.01,,0.42,,0.49,,0.01,,0.0,
0.03,,"[129, 114, 188, 242]",,0.01,,0.01,,0.4,,0.56,,0.0,,0.0,
0.05,,"[131, 111, 190, 243]",,0.0,,0.0,,0.23,,0.7,,0.0,,0.0,
0.06,,"[132, 110, 190, 243]",,0.01,,0.01,,0.21,,0.71,,0.0,,0.0,
0.05,,"[136, 107, 189, 247]",,0.0,,0.0,,0.22,,0.72,,0.0,,0.0,
0.03,,"[138, 109, 186, 244]",,0.0,,0.0,,0.28,,0.68,,0.0,,0.0,
0.03,,"[136, 108, 188, 245]",,0.0,,0.0,,0.41,,0.54,,0.0,,0.0,
0.03,,"[138, 114, 187, 241]",,0.0,,0.01,,0.27,,0.69,,0.0,,0.0,
0.1,,"[138, 110, 188, 241]",,0.01,,0.01,,0.11,,0.77,,0.01,,0.0,
0.09,,"[138, 109, 188, 241]",,0.01,,0.01,,0.14,,0.75,,0.01,,0.0,
0.04,,"[141, 114, 183, 238]",,0.0,,0.01,,0.35,,0.6,,0.0,,0.0,
0.05,,"[139, 112, 189, 242]",,0.01,,0.01,,0.33,,0.59,,0.01,,0.0,
0.1,,"[140, 109, 187, 241]",,0.0,,0.02,,0.21,,0.66,,0.01,,0.0,
